tenure_months,monthly_spend,support_tickets_90d,logins_per_month,on_discount,monthly_contract,churned
25.0,24.69,2,12.0,1,0,0
18.0,58.87,0,23.0,0,1,0
21.0,21.63,0,5.0,0,1,0
45.0,47.41,0,15.0,0,1,0
60.0,34.49,1,8.0,0,0,0
57.0,35.54,0,9.0,0,0,0
72.0,25.14,1,24.0,0,0,0
11.0,33.83,2,23.0,0,0,0
27.0,45.16,2,20.0,0,0,0
11.0,49.24,2,6.0,1,1,0
44.0,30.86,2,6.0,1,0,0
9.0,43.36,1,3.0,0,1,0
46.0,60.99,1,21.0,0,0,0
23.0,15.07,0,4.0,1,0,0
19.0,44.89,1,7.0,0,0,0
20.0,27.89,1,6.0,0,0,0
7.0,26.05,4,6.0,0,0,0
8.0,49.7,1,2.0,1,1,0
24.0,35.19,0,7.0,0,1,0
24.0,23.1,1,10.0,1,0,0
12.0,68.84,1,4.0,1,0,0
16.0,61.56,1,5.0,1,1,0
28.0,10.22,0,19.0,1,1,0
10.0,18.46,0,4.0,1,1,1
3.0,55.68,1,8.0,1,0,0
54.0,39.87,0,9.0,0,0,0
25.0,72.01,0,5.0,1,0,0
14.0,56.09,2,16.0,0,1,0
11.0,50.39,2,19.0,0,1,0
10.0,26.61,0,3.0,0,1,0
44.0,53.85,2,6.0,1,1,0
6.0,22.04,4,5.0,0,1,1
27.0,68.49,1,7.0,0,1,0
27.0,52.6,2,9.0,0,1,0
34.0,30.15,2,2.0,0,1,0
15.0,59.48,1,9.0,0,0,1
51.0,85.35,0,1.0,0,0,0
35.0,41.08,1,23.0,0,1,0
14.0,54.91,3,18.0,1,0,1
11.0,37.23,3,1.0,1,1,1
18.0,46.54,1,10.0,0,0,0
14.0,17.87,0,2.0,0,1,0
9.0,44.99,3,14.0,0,1,1
21.0,45.78,1,6.0,0,1,0
16.0,77.38,2,17.0,1,0,0
59.0,12.69,1,15.0,1,0,0
14.0,39.94,2,7.0,0,1,0
11.0,68.19,1,8.0,1,0,0
20.0,40.65,0,5.0,0,1,1
24.0,41.92,2,2.0,1,0,0
26.0,30.0,0,8.0,0,1,0
25.0,28.21,5,13.0,1,0,0
21.0,12.13,0,9.0,0,1,1
20.0,33.67,3,8.0,0,0,0
31.0,27.19,2,12.0,0,1,0
9.0,47.12,4,8.0,1,0,0
11.0,30.82,1,10.0,1,1,0
5.0,36.37,5,7.0,1,1,0
9.0,36.86,1,8.0,0,1,0
41.0,44.13,3,3.0,0,1,1
30.0,35.49,1,5.0,1,1,0
64.0,25.89,4,23.0,0,1,0
54.0,46.54,0,3.0,0,1,0
30.0,64.21,2,24.0,0,1,1
22.0,47.31,0,10.0,1,1,0
20.0,34.02,1,2.0,0,1,1
2.0,42.78,1,15.0,0,1,0
19.0,8.09,1,3.0,0,1,1
13.0,42.49,0,14.0,0,0,0
9.0,37.79,0,11.0,0,0,0
27.0,28.2,0,9.0,1,1,0
17.0,31.46,2,10.0,1,1,1
21.0,37.62,2,11.0,1,0,1
8.0,62.86,0,7.0,0,1,0
36.0,64.66,3,25.0,0,1,0
14.0,28.29,1,19.0,0,1,0
26.0,35.67,1,14.0,1,0,0
15.0,36.13,1,7.0,0,1,0
2.0,59.57,0,6.0,0,1,0
28.0,47.62,1,11.0,0,1,0
18.0,46.67,1,6.0,0,1,0
4.0,54.65,0,8.0,1,1,0
7.0,34.26,1,15.0,0,0,0
37.0,69.55,2,20.0,0,1,0
5.0,44.97,1,11.0,0,0,1
14.0,29.59,3,10.0,0,0,0
68.0,40.87,2,2.0,1,1,0
28.0,67.17,0,14.0,1,1,0
33.0,37.35,0,15.0,1,1,0
16.0,62.09,0,17.0,0,0,0
4.0,33.74,0,35.0,1,1,0
23.0,31.22,2,6.0,0,1,0
8.0,56.87,4,22.0,0,1,0
7.0,29.27,1,20.0,0,1,1
21.0,59.81,0,10.0,0,1,0
8.0,51.33,1,3.0,0,1,1
19.0,29.28,0,19.0,1,0,0
11.0,43.71,0,22.0,1,0,0
19.0,35.12,1,4.0,0,0,0
13.0,51.28,3,13.0,0,1,1
19.0,78.98,1,10.0,1,1,0
51.0,38.33,0,9.0,0,1,0
34.0,54.61,3,2.0,1,1,1
18.0,45.44,1,19.0,0,0,0
46.0,45.43,3,7.0,1,0,0
26.0,42.03,0,27.0,0,1,0
44.0,29.57,1,8.0,0,0,0
5.0,51.03,0,6.0,0,1,0
8.0,39.8,2,7.0,0,0,0
23.0,28.71,1,8.0,0,1,0
17.0,63.26,2,8.0,0,0,0
19.0,46.78,0,19.0,0,0,0
29.0,40.89,4,8.0,1,1,1
23.0,69.12,0,20.0,0,0,0
36.0,11.95,2,18.0,0,1,0
36.0,67.91,0,17.0,0,0,0
8.0,29.16,0,15.0,1,1,1
2.0,48.81,0,4.0,0,0,0
8.0,34.41,0,16.0,1,0,0
8.0,28.39,1,18.0,1,1,0
20.0,68.65,1,21.0,0,1,0
20.0,78.41,1,3.0,0,0,0
16.0,41.02,0,18.0,0,1,0
27.0,51.04,0,3.0,1,1,0
72.0,46.03,1,14.0,0,1,0
16.0,76.15,0,12.0,0,1,0
23.0,6.96,2,5.0,1,1,0
19.0,51.79,0,10.0,1,1,0
12.0,31.91,0,9.0,0,1,0
30.0,5.0,2,13.0,0,1,0
16.0,38.51,3,10.0,0,0,0
10.0,78.26,2,12.0,1,1,0
10.0,33.19,4,8.0,0,1,1
37.0,59.23,1,33.0,0,0,0
29.0,66.58,2,12.0,1,0,0
13.0,44.77,3,7.0,1,1,0
27.0,47.17,1,7.0,0,0,0
19.0,14.11,1,15.0,1,1,0
24.0,32.11,1,43.0,0,0,0
12.0,61.33,0,20.0,1,1,0
8.0,46.09,0,9.0,0,1,1
15.0,51.61,3,2.0,0,0,1
9.0,47.4,1,5.0,0,0,1
8.0,84.46,0,6.0,0,1,0
5.0,37.25,2,2.0,0,0,0
2.0,73.9,3,8.0,0,1,1
13.0,47.4,2,14.0,0,1,0
42.0,75.5,1,7.0,0,1,0
35.0,22.95,4,16.0,0,0,0
56.0,48.32,0,6.0,1,0,0
8.0,37.91,0,3.0,0,1,1
31.0,47.51,3,6.0,0,1,0
17.0,67.0,3,5.0,0,1,0
10.0,51.82,0,3.0,0,1,0
39.0,66.97,3,4.0,1,1,0
18.0,32.94,0,2.0,1,1,0
3.0,30.19,1,2.0,0,0,0
35.0,45.29,0,7.0,0,0,0
25.0,44.3,2,6.0,0,1,1
21.0,41.65,1,29.0,0,1,0
7.0,27.74,1,5.0,0,0,1
23.0,66.58,5,7.0,0,1,0
51.0,38.47,2,10.0,0,0,0
25.0,70.67,0,17.0,0,1,0
5.0,45.23,2,21.0,1,1,0
26.0,56.67,1,11.0,0,1,0
25.0,55.04,2,8.0,1,0,1
33.0,30.16,5,5.0,0,1,1
25.0,51.61,1,10.0,1,1,0
8.0,79.71,1,20.0,0,1,0
20.0,49.53,2,9.0,0,0,1
16.0,61.22,1,12.0,0,0,0
22.0,57.48,2,16.0,0,1,0
40.0,50.53,1,11.0,0,1,1
11.0,48.36,1,13.0,0,1,0
62.0,54.85,3,11.0,0,1,0
26.0,58.74,0,4.0,0,1,0
35.0,20.66,1,10.0,1,1,0
32.0,49.45,0,11.0,0,0,0
25.0,41.69,3,25.0,0,0,0
29.0,37.95,2,5.0,0,0,0
1.0,68.33,0,10.0,1,1,0
32.0,31.8,0,7.0,1,0,0
9.0,19.89,1,23.0,0,0,0
18.0,59.32,1,18.0,0,1,0
25.0,19.43,0,10.0,0,1,0
41.0,10.3,4,1.0,0,0,0
9.0,61.35,1,19.0,0,0,0
13.0,47.86,3,3.0,0,0,0
15.0,53.51,2,2.0,0,0,1
22.0,37.04,0,16.0,0,0,0
16.0,20.08,1,12.0,0,1,0
29.0,23.66,1,12.0,0,0,0
4.0,40.1,1,6.0,0,1,0
17.0,22.1,1,2.0,0,1,0
55.0,50.53,0,1.0,1,1,0
16.0,36.68,2,12.0,0,0,0
26.0,48.33,0,3.0,0,1,0
37.0,47.79,1,13.0,0,1,0
26.0,51.96,3,4.0,1,0,0
66.0,53.99,1,10.0,0,1,0
21.0,38.81,1,4.0,0,1,0
30.0,48.31,1,15.0,0,1,0
23.0,49.25,2,11.0,0,0,0
48.0,5.0,5,10.0,1,0,0
14.0,56.64,2,5.0,0,1,0
69.0,47.7,2,3.0,0,0,0
11.0,55.15,2,12.0,0,0,1
58.0,21.84,0,6.0,0,1,0
8.0,39.32,1,9.0,0,1,0
31.0,25.35,0,9.0,0,1,0
19.0,58.4,1,8.0,0,0,0
36.0,19.71,1,18.0,1,0,0
27.0,28.28,0,9.0,1,1,0
35.0,54.62,1,4.0,0,1,0
8.0,33.67,0,14.0,0,1,0
4.0,28.29,1,13.0,1,1,1
7.0,61.32,0,5.0,1,0,0
7.0,62.06,1,5.0,0,0,0
8.0,58.0,2,11.0,0,0,0
12.0,60.28,2,3.0,0,1,0
12.0,40.83,2,11.0,0,0,0
20.0,41.32,1,21.0,0,0,0
10.0,33.33,2,13.0,0,0,0
10.0,48.02,1,22.0,0,0,0
17.0,35.5,0,9.0,1,1,1
40.0,37.2,3,9.0,0,1,1
14.0,55.8,0,10.0,0,1,0
19.0,66.32,1,12.0,1,0,0
21.0,52.17,3,12.0,1,1,0
9.0,77.3,1,5.0,0,0,0
15.0,32.3,2,9.0,0,1,1
11.0,11.92,0,18.0,0,0,0
37.0,57.86,0,4.0,0,0,0
35.0,31.11,3,10.0,0,1,0
10.0,40.07,1,12.0,0,1,0
18.0,13.14,1,12.0,1,0,0
30.0,28.81,1,3.0,0,0,0
25.0,17.96,0,4.0,1,1,0
27.0,37.18,0,17.0,1,1,0
9.0,37.9,3,17.0,0,0,0
57.0,46.62,2,9.0,0,1,0
12.0,67.32,3,11.0,1,1,0
12.0,57.18,0,4.0,1,0,0
6.0,15.8,2,3.0,0,0,1
17.0,55.94,1,2.0,0,1,1
43.0,47.01,1,3.0,0,0,0
24.0,43.24,0,11.0,0,0,0
18.0,44.59,1,8.0,1,1,1
33.0,48.68,1,10.0,0,1,0
42.0,32.55,0,10.0,0,0,0
35.0,41.72,4,4.0,0,0,1
3.0,66.31,1,11.0,0,0,0
33.0,32.33,0,19.0,1,1,0
27.0,26.46,1,4.0,0,1,0
10.0,43.89,3,9.0,0,0,0
27.0,24.65,1,14.0,0,1,1
43.0,13.99,2,17.0,0,0,0
12.0,38.8,1,12.0,0,1,1
37.0,71.08,2,4.0,0,1,0
25.0,44.31,3,2.0,0,1,1
1.0,48.21,0,7.0,0,0,0
19.0,6.66,3,8.0,1,1,0
24.0,52.89,2,17.0,0,1,0
15.0,46.68,4,7.0,1,1,1
25.0,33.03,2,4.0,1,0,0
18.0,48.24,3,5.0,0,0,0
72.0,48.06,2,12.0,1,1,0
15.0,25.93,0,9.0,0,1,0
10.0,50.97,3,8.0,0,0,1
35.0,66.55,0,18.0,1,1,0
16.0,40.9,1,1.0,1,0,0
18.0,29.38,0,16.0,0,1,0
17.0,41.8,2,0.0,0,0,1
34.0,60.38,2,15.0,0,0,0
8.0,22.93,1,10.0,0,1,0
37.0,55.41,2,10.0,1,1,0
29.0,32.8,2,10.0,0,1,0
62.0,49.36,1,15.0,0,1,0
23.0,34.84,2,4.0,1,1,0
8.0,34.79,0,13.0,0,1,0
23.0,72.42,0,15.0,0,0,0
25.0,19.64,1,8.0,0,1,0
45.0,53.74,0,6.0,0,1,0
8.0,76.16,2,2.0,0,0,0
5.0,57.34,1,39.0,0,1,0
23.0,21.04,2,10.0,0,0,0
64.0,21.93,2,2.0,0,0,0
32.0,31.47,0,4.0,1,1,0
33.0,47.84,0,6.0,0,0,0
6.0,49.07,1,16.0,1,0,0
20.0,22.11,1,4.0,1,0,0
46.0,29.29,2,6.0,1,1,1
25.0,30.39,0,14.0,0,1,0
4.0,41.75,1,7.0,0,1,1
20.0,80.72,0,9.0,1,1,0
30.0,28.2,4,3.0,1,1,0
19.0,27.41,1,3.0,0,0,0
9.0,24.6,4,4.0,0,0,0
36.0,56.44,2,9.0,0,0,0
14.0,44.26,2,9.0,0,1,0
27.0,28.87,3,10.0,0,1,0
20.0,38.47,0,18.0,1,1,0
14.0,30.75,1,6.0,0,0,0
69.0,50.33,0,2.0,0,1,0
12.0,93.32,1,14.0,0,1,0
21.0,54.92,0,10.0,1,1,1
20.0,43.33,3,14.0,0,1,0
23.0,33.03,3,10.0,0,1,0
66.0,20.82,0,6.0,1,1,0
30.0,58.21,2,6.0,0,0,0
14.0,57.23,1,5.0,0,0,0
53.0,36.61,5,19.0,0,0,0
34.0,66.84,0,30.0,0,0,0
14.0,45.38,2,13.0,0,0,0
47.0,58.95,0,7.0,0,1,0
6.0,50.33,2,5.0,0,1,1
7.0,41.81,2,11.0,0,1,0
4.0,27.81,0,3.0,0,0,0
2.0,42.38,1,12.0,1,0,0
45.0,60.16,3,5.0,1,1,0
23.0,35.85,2,1.0,0,1,0
4.0,52.92,0,22.0,0,1,0
19.0,25.51,1,14.0,0,1,0
37.0,59.04,2,3.0,0,1,0
11.0,50.63,0,16.0,0,0,0
15.0,23.36,0,5.0,0,1,0
71.0,40.97,2,16.0,1,0,0
17.0,61.77,2,8.0,1,1,1
5.0,22.34,0,9.0,1,1,0
13.0,25.72,0,9.0,0,1,1
4.0,43.75,0,8.0,1,1,0
32.0,83.4,0,4.0,0,1,0
9.0,32.89,1,22.0,0,0,0
9.0,53.91,0,13.0,0,1,0
72.0,49.68,0,3.0,1,1,0
7.0,34.39,0,6.0,0,1,0
6.0,47.9,0,22.0,0,1,1
8.0,36.94,0,3.0,0,0,0
38.0,38.56,0,12.0,0,0,0
29.0,15.1,0,4.0,1,1,0
13.0,44.56,2,5.0,0,0,0
12.0,61.18,1,8.0,1,1,0
28.0,46.03,1,12.0,1,0,0
24.0,64.63,3,10.0,0,1,0
17.0,55.45,1,3.0,1,0,0
30.0,43.93,1,22.0,1,1,0
7.0,33.7,1,13.0,0,0,0
9.0,36.25,1,18.0,0,0,0
31.0,18.53,1,8.0,0,1,0
25.0,40.19,1,14.0,0,1,0
20.0,47.63,0,18.0,1,0,0
72.0,75.88,2,11.0,0,1,0
35.0,54.51,2,11.0,1,0,0
13.0,29.43,0,12.0,0,1,0
10.0,19.09,1,12.0,0,1,1
26.0,41.28,0,11.0,0,0,0
45.0,59.61,1,15.0,1,1,1
3.0,41.03,0,8.0,0,1,0
25.0,54.76,2,21.0,0,1,0
15.0,41.74,1,1.0,0,0,0
23.0,57.91,2,14.0,0,1,1
5.0,16.25,1,20.0,0,1,1
45.0,73.88,1,6.0,1,0,0
53.0,24.98,0,7.0,0,1,0
33.0,59.29,1,21.0,0,1,0
61.0,40.1,0,14.0,1,1,0
15.0,42.92,1,14.0,0,1,0
24.0,40.66,2,8.0,0,0,0
33.0,49.6,1,7.0,0,0,0
26.0,53.24,0,8.0,0,0,0
16.0,64.05,4,7.0,0,0,1
18.0,70.34,1,8.0,1,1,0
50.0,50.97,2,13.0,0,0,0
20.0,75.85,5,7.0,0,1,0
43.0,46.67,2,4.0,1,0,0
19.0,64.39,0,20.0,1,0,0
43.0,52.72,3,6.0,1,1,0
21.0,35.11,0,7.0,0,0,0
31.0,48.26,1,3.0,0,1,0
11.0,54.06,1,11.0,1,0,0
24.0,44.42,2,5.0,1,1,1
12.0,52.43,1,4.0,1,1,0
14.0,60.58,2,16.0,0,0,0
15.0,44.58,1,25.0,1,1,0
17.0,5.0,0,6.0,1,1,1
40.0,75.21,2,14.0,0,0,0
14.0,39.64,2,11.0,0,0,0
22.0,30.18,0,10.0,0,1,0
43.0,24.77,1,4.0,1,1,1
31.0,38.94,4,11.0,0,1,0
3.0,34.87,1,14.0,0,1,1
5.0,31.73,1,29.0,0,0,0
27.0,32.72,1,2.0,1,0,0
13.0,54.54,0,14.0,0,0,0
4.0,81.55,1,10.0,1,1,0
12.0,59.77,2,8.0,0,0,0
27.0,65.21,3,20.0,0,1,0
15.0,38.21,1,6.0,0,0,0
21.0,46.88,3,25.0,0,0,1
16.0,52.68,0,1.0,0,0,0
11.0,33.13,3,7.0,0,1,1
24.0,37.34,2,16.0,1,1,0
4.0,60.38,1,10.0,1,0,0
10.0,64.63,2,5.0,1,1,1
35.0,46.21,0,6.0,1,1,0
5.0,23.49,2,12.0,0,0,0
20.0,39.68,2,5.0,1,0,0
14.0,19.06,3,22.0,0,1,1
13.0,46.35,2,9.0,0,1,0
37.0,49.6,2,8.0,0,0,0
42.0,40.13,2,11.0,0,1,0
8.0,49.35,1,3.0,1,0,0
17.0,52.5,2,10.0,0,0,0
3.0,49.62,2,32.0,0,0,0
36.0,23.37,1,8.0,0,0,0
19.0,40.44,0,10.0,0,1,0
5.0,52.38,1,15.0,1,0,1
10.0,73.42,2,21.0,0,1,0
7.0,40.11,2,10.0,0,0,0
10.0,54.92,1,8.0,1,1,1
3.0,60.81,2,16.0,0,0,1
50.0,41.46,1,5.0,0,1,0
8.0,65.67,1,21.0,1,1,0
20.0,66.64,0,17.0,1,1,1
27.0,69.85,0,16.0,0,1,0
42.0,53.25,2,12.0,0,1,0
20.0,87.48,2,14.0,0,0,1
16.0,33.92,0,14.0,0,0,0
21.0,83.23,1,11.0,0,0,0
8.0,58.83,2,6.0,0,0,0
8.0,69.13,1,14.0,0,1,0
16.0,39.24,2,4.0,1,0,0
2.0,60.2,1,4.0,1,1,0
11.0,70.69,4,22.0,1,1,0
13.0,25.43,2,4.0,0,1,1
67.0,42.06,3,19.0,0,0,0
46.0,6.46,0,4.0,0,1,0
27.0,41.79,1,8.0,0,1,0
36.0,30.31,0,9.0,0,0,0
8.0,41.08,1,3.0,1,0,0
22.0,97.63,2,13.0,0,0,0
33.0,75.92,0,3.0,0,1,0
8.0,19.09,0,3.0,0,1,0
5.0,55.0,1,3.0,0,0,0
25.0,59.38,2,1.0,0,0,0
6.0,38.92,1,15.0,0,1,1
29.0,48.21,0,6.0,0,0,0
42.0,49.97,1,7.0,0,1,0
9.0,20.76,0,8.0,0,1,0
9.0,26.44,1,6.0,1,1,0
41.0,48.1,4,4.0,1,0,0
21.0,46.79,0,6.0,0,0,0
37.0,32.25,2,8.0,0,1,0
16.0,30.7,2,4.0,1,0,0
17.0,43.38,0,6.0,1,1,0
20.0,60.95,1,17.0,1,1,0
58.0,43.62,4,6.0,0,0,0
35.0,74.21,1,12.0,1,1,0
11.0,32.48,0,0.0,1,0,0
23.0,48.48,1,13.0,0,0,0
15.0,38.62,0,2.0,0,0,0
13.0,55.58,3,13.0,1,0,1
28.0,30.93,1,16.0,1,0,0
24.0,79.69,0,12.0,0,1,0
9.0,14.57,2,7.0,0,0,1
20.0,75.88,0,3.0,0,1,1
13.0,46.62,1,12.0,1,0,0
27.0,54.94,0,6.0,0,0,0
12.0,69.02,0,8.0,0,1,0
17.0,60.44,1,5.0,0,1,1
13.0,31.86,3,8.0,0,0,1
4.0,55.8,1,8.0,1,0,0
56.0,78.61,1,4.0,1,0,0
20.0,29.03,1,11.0,0,1,0
57.0,83.13,1,22.0,0,0,0
21.0,51.94,2,16.0,0,0,1
32.0,37.2,1,23.0,0,0,0
12.0,28.92,1,6.0,0,1,0
12.0,40.98,2,4.0,0,1,0
19.0,9.8,3,2.0,0,1,0
57.0,37.53,1,7.0,1,0,0
9.0,40.27,1,8.0,1,1,0
3.0,25.66,3,9.0,0,0,0
40.0,58.46,0,4.0,1,0,0
33.0,41.06,3,10.0,0,0,0
14.0,33.56,0,8.0,0,1,0
72.0,39.14,2,10.0,0,1,0
72.0,51.39,1,12.0,0,0,0
3.0,46.32,0,5.0,0,1,1
11.0,32.38,0,9.0,1,1,0
19.0,47.26,2,16.0,1,1,0
27.0,44.09,2,11.0,0,0,0
24.0,24.49,0,9.0,1,0,0
20.0,39.81,0,5.0,1,1,0
8.0,55.43,0,7.0,1,0,0
29.0,55.3,2,3.0,0,1,0
30.0,40.86,1,14.0,0,1,0
38.0,57.18,0,5.0,1,0,0
7.0,27.36,1,4.0,1,1,1
17.0,27.92,0,3.0,0,1,0
13.0,40.48,1,5.0,1,1,0
7.0,71.96,1,6.0,0,1,0
17.0,47.94,1,18.0,0,0,0
8.0,40.04,2,5.0,1,0,0
6.0,72.79,1,21.0,1,0,0
34.0,39.84,1,18.0,0,0,0
14.0,85.23,3,18.0,1,0,1
11.0,35.8,1,12.0,0,1,0
45.0,26.79,2,2.0,0,0,0
31.0,42.01,1,17.0,0,0,0
2.0,40.52,0,3.0,0,0,0
27.0,30.46,1,4.0,0,1,0
27.0,91.84,1,6.0,0,0,0
16.0,50.74,1,5.0,0,1,0
16.0,53.36,0,15.0,0,0,0
4.0,36.69,1,13.0,0,1,0
71.0,34.6,1,8.0,0,0,0
17.0,63.46,1,12.0,0,1,0
26.0,14.83,2,9.0,0,1,1
17.0,24.43,1,8.0,0,1,0
11.0,40.55,1,7.0,1,1,0
36.0,69.32,0,5.0,1,1,0
22.0,38.26,2,1.0,0,0,1
17.0,52.49,2,14.0,0,0,0
25.0,45.5,1,5.0,0,0,0
19.0,68.33,2,5.0,0,1,0
60.0,16.47,2,5.0,1,1,1
35.0,58.25,0,10.0,0,0,1
29.0,41.42,0,12.0,1,0,0
5.0,61.65,2,6.0,1,1,0
29.0,30.25,0,9.0,1,1,0
29.0,45.44,1,6.0,1,1,0
8.0,43.15,0,14.0,0,1,0
5.0,26.96,1,11.0,0,0,1
34.0,21.95,2,1.0,0,1,0
37.0,34.55,1,11.0,0,0,0
12.0,47.34,2,9.0,1,1,1
11.0,31.38,2,5.0,1,1,0
22.0,39.06,2,4.0,1,0,0
14.0,11.06,2,13.0,1,0,0
4.0,38.33,2,14.0,0,1,0
8.0,63.42,0,9.0,1,1,0
25.0,57.69,2,6.0,1,1,0
9.0,43.44,2,5.0,1,0,1
38.0,49.39,1,5.0,0,0,0
28.0,30.09,5,7.0,0,1,0
26.0,74.24,1,16.0,0,0,0
22.0,82.22,1,2.0,0,0,0
11.0,47.97,3,8.0,0,1,0
31.0,91.63,2,7.0,0,1,0
10.0,32.76,0,11.0,0,0,0
40.0,22.48,0,4.0,0,0,0
54.0,32.23,2,7.0,0,0,0
22.0,41.05,0,14.0,1,1,0
49.0,86.62,0,9.0,0,0,0
8.0,39.94,2,6.0,0,0,0
29.0,29.53,0,4.0,0,0,0
20.0,28.83,0,18.0,0,0,0
34.0,65.52,3,3.0,0,1,0
3.0,62.95,1,20.0,1,0,0
33.0,36.26,1,9.0,0,1,1
11.0,11.24,2,8.0,0,0,0
20.0,24.69,1,16.0,0,0,0
71.0,75.98,1,16.0,0,1,0
29.0,57.4,1,9.0,1,1,1
27.0,46.18,2,11.0,0,1,1
25.0,78.64,1,3.0,0,1,0
42.0,80.25,0,7.0,1,1,0
35.0,44.35,1,5.0,1,0,0
25.0,44.68,3,18.0,0,0,0
23.0,34.52,1,17.0,1,0,0
22.0,39.88,0,4.0,0,1,0
19.0,18.25,0,3.0,0,1,0
7.0,18.17,1,7.0,1,0,0
29.0,13.99,0,20.0,1,0,0
12.0,64.52,1,6.0,0,1,0
17.0,16.89,0,29.0,0,0,0
37.0,80.1,2,3.0,0,1,0
19.0,31.85,1,5.0,1,1,0
18.0,76.27,0,3.0,0,0,0
22.0,38.43,2,9.0,1,0,0
15.0,16.81,3,6.0,0,0,1
70.0,68.11,2,19.0,1,1,0
63.0,70.23,2,6.0,1,1,0
62.0,28.69,3,14.0,0,1,1
25.0,39.03,1,4.0,0,1,0
12.0,28.7,1,7.0,0,1,1
37.0,42.83,2,2.0,0,0,0
15.0,46.94,2,20.0,0,0,0
40.0,38.68,0,7.0,1,0,0
11.0,12.26,2,14.0,0,0,0
26.0,34.54,0,2.0,0,1,1
44.0,57.66,0,3.0,0,1,0
16.0,41.24,1,4.0,0,0,0
16.0,39.11,1,5.0,0,1,0
5.0,28.25,3,16.0,1,1,0
12.0,34.02,2,6.0,1,1,0
25.0,70.36,0,12.0,0,0,0
28.0,24.48,0,23.0,1,0,0
30.0,57.97,2,7.0,0,1,0
3.0,45.85,4,3.0,1,0,0
16.0,49.41,0,4.0,0,0,0
6.0,31.82,1,12.0,0,0,0
24.0,38.67,1,5.0,1,1,0
4.0,44.9,0,2.0,0,0,0
7.0,35.63,3,36.0,1,0,0
35.0,50.97,1,17.0,1,0,0
13.0,53.23,1,4.0,0,1,1
49.0,84.11,1,27.0,0,1,0
31.0,50.01,1,31.0,0,0,0
16.0,10.58,1,24.0,0,0,0
38.0,65.93,2,7.0,0,1,0
17.0,41.33,0,8.0,0,1,0
33.0,81.21,2,12.0,0,1,0
11.0,71.48,1,5.0,0,0,1
40.0,35.91,1,16.0,0,1,0
5.0,57.99,3,10.0,0,1,0
7.0,34.31,0,16.0,0,0,0
9.0,45.05,1,6.0,1,1,1
12.0,57.17,2,10.0,0,0,1
25.0,65.03,1,3.0,0,1,0
20.0,61.11,1,6.0,1,1,0
34.0,46.35,0,6.0,0,0,0
44.0,89.7,1,12.0,0,1,0
4.0,38.43,4,15.0,0,1,1
48.0,16.07,0,4.0,0,1,0
17.0,19.54,2,18.0,1,0,0
61.0,71.53,1,11.0,0,1,0
11.0,43.62,5,13.0,0,0,0
3.0,47.86,1,15.0,0,0,1
31.0,35.23,4,4.0,0,1,1
30.0,36.85,1,18.0,0,1,0
8.0,30.83,1,5.0,0,0,1
8.0,53.48,1,8.0,0,0,0
35.0,43.25,0,7.0,0,1,0
26.0,52.83,0,27.0,0,1,0
16.0,51.11,1,4.0,1,1,0
28.0,37.33,0,24.0,0,0,0
24.0,18.74,0,20.0,1,1,0
9.0,17.18,0,3.0,1,0,1
37.0,99.48,0,5.0,0,1,0
32.0,71.61,2,5.0,1,0,0
20.0,69.12,1,13.0,1,1,1
35.0,32.86,2,18.0,0,0,0
67.0,45.17,0,5.0,0,1,0
8.0,30.32,1,2.0,0,1,1
16.0,21.38,0,13.0,0,1,0
17.0,34.4,2,9.0,0,0,0
35.0,68.87,1,3.0,0,0,0
12.0,60.13,1,12.0,0,1,0
33.0,27.54,2,9.0,0,1,0
13.0,39.33,3,4.0,0,1,1
7.0,58.48,1,6.0,0,1,0
21.0,34.72,1,23.0,0,0,0
13.0,46.43,2,1.0,1,1,0
23.0,52.23,0,4.0,1,0,0
27.0,52.04,3,3.0,0,0,0
4.0,49.57,0,7.0,1,0,0
14.0,33.23,1,10.0,1,0,0
21.0,35.08,0,8.0,1,1,0
35.0,24.59,2,9.0,1,1,0
32.0,16.9,1,10.0,0,1,0
10.0,42.93,1,6.0,0,1,0
18.0,59.69,1,33.0,1,1,1
28.0,20.15,1,9.0,1,0,0
17.0,49.91,2,3.0,0,1,1
11.0,59.12,2,8.0,0,0,0
19.0,11.94,3,13.0,0,1,0
26.0,40.13,1,14.0,0,1,1
9.0,74.63,0,12.0,0,1,0
30.0,54.93,1,9.0,0,1,0
22.0,11.33,1,4.0,0,1,0
31.0,56.85,0,11.0,0,0,0
19.0,31.54,2,8.0,0,0,0
60.0,57.44,1,5.0,0,1,0
26.0,32.58,0,9.0,0,1,0
33.0,44.05,3,15.0,0,0,0
30.0,35.32,2,2.0,0,1,0
17.0,45.06,0,4.0,0,1,1
24.0,34.79,0,14.0,0,0,0
12.0,40.98,2,3.0,0,0,0
57.0,23.84,0,17.0,1,1,0
28.0,53.83,0,7.0,0,0,1
10.0,48.16,3,12.0,0,1,0
49.0,15.9,0,13.0,0,0,0
18.0,62.87,1,8.0,0,1,1
37.0,41.83,0,18.0,0,0,0
4.0,47.91,2,9.0,0,0,0
43.0,58.76,3,10.0,1,1,0
27.0,50.91,0,3.0,0,0,0
10.0,65.97,1,24.0,1,1,0
27.0,39.72,0,15.0,1,0,0
53.0,63.62,0,4.0,0,1,1
13.0,47.21,1,3.0,1,1,1
12.0,54.14,3,6.0,0,0,0
17.0,52.27,1,7.0,0,1,0
